name,price,descrption_link,img_link,jumia_express,old_price,decrease_percentage,n_stars,n_votes,main_category
Evvoli Téléviseur -Smart TV Android 50 Pouces - 4K QLED - Noir,292 000 FCFA,https://www.jumia.sn/evvoli-televiseur-smart-tv-android-50-pouces-4k-qled-noir-5975952.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/95795/1.jpg?7265,False,400 000 FCFA,27%,4.6 out of 5,(10),Électronique
Generic Four électrique 24 litres,35 000 FCFA,https://www.jumia.sn/generic-four-electrique-24-litres-9728894.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/88279/1.jpg?8892,False,45 000 FCFA,22%,3.7 out of 5,(11),Électronique
Generic Power Bank Charge Rapide 10000 mAh Banques d’alimentation portable- Noir,4 900 FCFA,https://www.jumia.sn/power-bank-charge-rapide-10000-mah-banques-dalimentation-portable-noir-generic-mpg34951.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/75379/1.jpg?1173,False,9 900 FCFA,51%,4 out of 5,(10),Électronique
Generic Clé USB Micro Android OTG - 64GB,4 498 FCFA,https://www.jumia.sn/generic-cle-usb-micro-android-otg-64gb-9106399.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/36019/1.jpg?0918,True,7 824 FCFA,43%,3.8 out of 5,(105),Informatique
Generic Sac A Dos Ordinateur Portable A Port USB - Noir/Gris,5 900 FCFA,https://www.jumia.sn/sac-a-dos-a-port-usb-noirgris-generic-mpg46092.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/85016/1.jpg?6610,True,13 394 FCFA,56%,3.7 out of 5,(120),Informatique
Generic Souris Sans Fil Rechargeable - 2.4Ghz - Noir,2 200 FCFA,https://www.jumia.sn/generic-souris-sans-fil-rechargeable-2.4ghz-noir-6094102.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/14906/1.jpg?4412,True,4 584 FCFA,52%,4.2 out of 5,(169),Informatique
Generic Clé USB 2.0 - 32GB - Argent,2 968 FCFA,https://www.jumia.sn/generic-cle-usb-2.0-32gb-argent-6094106.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/14906/1.jpg?4413,True,5 820 FCFA,49%,3.7 out of 5,(40),Informatique
Disque Dur Externe Seagate - 1 To - Noir,26 900 FCFA,https://www.jumia.sn/disque-dur-externe-1-to-noir-seagate-mpg27579.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/756/1.jpg?2038,True,57 215 FCFA,53%,4.4 out of 5,(81),Informatique
Generic Mini support d'ordinateur portable pliable en métal,1 990 FCFA,https://www.jumia.sn/generic-mini-support-dordinateur-portable-pliable-en-metal-9488653.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/68849/1.jpg?5989,True,4 490 FCFA,56%,4 out of 5,(1),Informatique
Generic Course De Souris Radio-argent,1 700 FCFA,https://www.jumia.sn/generic-course-de-souris-radio-argent-9096334.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/36909/1.jpg?5310,True,3 604 FCFA,53%,3.7 out of 5,(56),Informatique
Generic Tapis De Souris 70 * 30 Cm Caoutchouc Souple,2 500 FCFA,https://www.jumia.sn/generic-tapis-de-souris-70-30-cm-caoutchouc-souple-9801071.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/01089/1.jpg?3902,True,4 902 FCFA,49%,3.5 out of 5,(4),Informatique
Generic 10000mAh Power Banks 4 Câbles Très Mince De Charge Intégrés Noir,4 900 FCFA,https://www.jumia.sn/10000mah-power-banks-4-cables-tres-mince-de-charge-integres-noir-generic-mpg44904.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/01579/1.jpg?1502,False,9 000 FCFA,46%,4 out of 5,(10),Informatique
Generic Souris De Jeu Gamer - 6 boutons - Noir,2 490 FCFA,https://www.jumia.sn/generic-souris-de-jeu-gamer-6-boutons-noir-6094103.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/14906/1.jpg?4415,True,4 882 FCFA,49%,4.2 out of 5,(48),Informatique
Generic Sac A Dos A Port USB - Gris,6 831 FCFA,https://www.jumia.sn/generic-sac-a-dos-a-port-usb-gris-8841544.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/51488/1.jpg?6937,True,13 394 FCFA,49%,3.8 out of 5,(29),Informatique
Nb Clé USB - 32Go - Noir,2 800 FCFA,https://www.jumia.sn/cle-usb-32go-noir-nb-mpg7833.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/46539/1.jpg?2442,False,7 000 FCFA,60%,4.1 out of 5,(130),Informatique
Generic Clé USB Clé USB 64G avec porte-clés,5 200 FCFA,https://www.jumia.sn/generic-cle-usb-cle-usb-64g-avec-porte-cles-9843713.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/73489/1.jpg?6206,True,10 000 FCFA,48%,4.5 out of 5,(2),Informatique
Generic Support ordinateur - Noir 9 à 17 pouces - 37W x 26.5D x 33H,2 900 FCFA,https://www.jumia.sn/support-ordinateur-noir-9-a-17-pouces-37w-x-26.5d-x-33h-generic-mpg35621.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/35149/1.jpg?5346,False,10 000 FCFA,71%,3.5 out of 5,(31),Informatique
Generic Carte mémoire Carte Micro SD 64 Go Carte TF,5 760 FCFA,https://www.jumia.sn/generic-carte-memoire-carte-micro-sd-64-go-carte-tf-9843699.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/63489/1.jpg?6207,True,11 294 FCFA,49%,5 out of 5,(1),Informatique
Fashion 3 pièces Fashion Sac à dos hommes Sac à dos ecole pour les voyages,6 500 FCFA,https://www.jumia.sn/fashion-3-pieces-fashion-sac-a-dos-hommes-sac-a-dos-ecole-pour-les-voyages-9731443.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/41379/8.jpg?3038,True,10 235 FCFA,36%,4.4 out of 5,(33),Informatique
Generic 10000mAh Power Banks 4 Câbles Très Mince De Charge Intégrés Noir/blanc,6 000 FCFA,https://www.jumia.sn/10000mah-power-banks-4-cables-tres-mince-de-charge-integres-noirblanc-generic-mpg32110.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/58749/1.jpg?2106,False,25 000 FCFA,76%,4.6 out of 5,(7),Informatique
DAKEWEI SN Carte Mémoire - 32 GB - Noir,2 800 FCFA,https://www.jumia.sn/carte-memoire-32-gb-noir-dakewei-sn-mpg20863.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/46539/1.jpg?3673,False,7 000 FCFA,60%,3.7 out of 5,(67),Informatique
Generic Souris De Jeu Gamer - gris,1 900 FCFA,https://www.jumia.sn/generic-souris-de-jeu-gamer-gris-9096335.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/36909/1.jpg?7784,True,4 310 FCFA,56%,4 out of 5,(25),Informatique
"Hp Mini HP Stream - Ecran 11"" - Dual Core - RAM 4Go - Stockage 64Go - Noir",119 900 FCFA,https://www.jumia.sn/mini-hp-stream-ecran-11-dual-core-4go-ram-64go-emmc-hp-mpg45757.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/41879/1.jpg?1784,True,230 000 FCFA,48%,4 out of 5,(1),Informatique
Generic Mini Ventilateur Portable Rechargeable - Alea-6,2 400 FCFA,https://www.jumia.sn/mini-ventilateur-portable-rechargeable-alea-6-generic-mpg39718.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/73198/1.jpg?4768,False,6 000 FCFA,60%,2.8 out of 5,(4),Informatique
DELL Pro Sleeve 15 - housse d'ordinateur portable,6 900 FCFA,https://www.jumia.sn/dell-pro-sleeve-15-housse-dordinateur-portable-9478406.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/48749/1.jpg?1153,False,14 000 FCFA,51%,4.2 out of 5,(6),Informatique
Generic Adaptateur OTG Micro USB mâle vers USB 3.1 femelle COULEUR NOIRE,665 FCFA,https://www.jumia.sn/generic-adaptateur-otg-micro-usb-male-vers-usb-3.1-femelle-couleur-noire-9792116.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/12979/1.jpg?3965,False,801 FCFA,17%,4.1 out of 5,(10),Informatique
Imation Clé USB IMATION - 32 GB - Noir,2 800 FCFA,https://www.jumia.sn/cle-usb-imation-32-gb-noir-imation-mpg10140.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/72739/1.jpg?6184,False,5 000 FCFA,44%,4.1 out of 5,(49),Informatique
Generic Adaptateur OTG Type-C mâle vers USB 3.1 femelle COULEUR BLANCHE,801 FCFA,https://www.jumia.sn/generic-adaptateur-otg-type-c-male-vers-usb-3.1-femelle-couleur-blanche-9792115.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/12979/1.jpg?3963,False,,,2 out of 5,(4),Informatique
Generic VGA HDMI Adapter With 3.5mm Audio Output 1080P HDTV AV Converter Cable PC Notebook Projector Monitor VGA To HDMI Adapter,4 990 FCFA,https://www.jumia.sn/generic-vga-hdmi-adapter-with-3.5mm-audio-output-1080p-hdtv-av-converter-cable-pc-notebook-projector-monitor-vga-to-hdmi-adapter-9825382.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/35289/1.jpg?5402,True,8 990 FCFA,44%,,,Informatique
Generic 2 kk Baffles pour ordinateurs et télévision écran plat avec Son de Bass,3 250 FCFA,https://www.jumia.sn/2-kk-baffles-pour-ordinateurs-et-television-ecran-plat-avec-son-de-bass-generic-mpg32205.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/60149/1.jpg?5363,False,8 000 FCFA,59%,3.3 out of 5,(22),Informatique
Generic Best Quality 2021- Mini Ventilateur - Rechargeable - Blanco,3 800 FCFA,https://www.jumia.sn/generic-best-quality-2021-mini-ventilateur-rechargeable-blanco-8913707.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/73198/1.jpg?8539,False,10 000 FCFA,62%,4 out of 5,(1),Informatique
Hp Souris Sans Fil HP S1000 Plus 1600DPI Silencieuse - Noir,4 900 FCFA,https://www.jumia.sn/hp-souris-sans-fil-hp-s1000-plus-1600dpi-silencieuse-noir-9845328.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/35489/1.jpg?4469,False,10 000 FCFA,51%,5 out of 5,(1),Informatique
Jackly Jeu de tournevis,3 500 FCFA,https://www.jumia.sn/jackly-jeu-de-tournevis-9348773.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/78439/1.jpg?2364,False,,,4 out of 5,(9),Informatique
"Generic Sac à Dos De Randonnée 40L, Sac à Dos De Voyage Extérieur Imperméable",11 980 FCFA,https://www.jumia.sn/generic-sac-a-dos-de-randonnee-40l-sac-a-dos-de-voyage-exterieur-impermeable-8812234.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/22188/1.jpg?0236,True,25 188 FCFA,52%,3.1 out of 5,(14),Informatique
"Lenovo Ideapad S145 - 1000Go Stockage - 4Go RAM - 15,6"" - Dual Core - Gris",203 000 FCFA,https://www.jumia.sn/lenovo-ideapad-s145-1000go-stockage-4go-ram-156-dual-core-gris-6029513.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/59206/1.jpg?2514,False,270 000 FCFA,25%,4.5 out of 5,(17),Informatique
Generic 2 En 1 Clé USB De Mémoire Flash OTG De 32 Go Pour Android/PC,3 590 FCFA,https://www.jumia.sn/generic-2-en-1-cle-usb-de-memoire-flash-otg-de-32-go-pour-androidpc-9790737.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/70979/1.jpg?5453,True,4 550 FCFA,21%,,,Informatique
Generic Carte mémoire Carte Micro SD 32 Go Carte TF,3 490 FCFA,https://www.jumia.sn/generic-carte-memoire-carte-micro-sd-32-go-carte-tf-9843698.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/63489/1.jpg?6207,True,6 000 FCFA,42%,4 out of 5,(3),Informatique
Generic Adaptateur OTG Micro USB mâle vers USB 3.1 femelle COULEUR OR,907 FCFA,https://www.jumia.sn/generic-adaptateur-otg-micro-usb-male-vers-usb-3.1-femelle-couleur-or-9792118.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/12979/1.jpg?3962,False,,,,,Informatique
Generic Souris sans fil Bluetooth silencieuse rechargeable avec rétroéclairage LED RVB,4 990 FCFA,https://www.jumia.sn/generic-souris-sans-fil-bluetooth-silencieuse-rechargeable-avec-retroeclairage-led-rvb-9847245.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/27489/1.jpg?4810,True,6 280 FCFA,21%,,,Informatique
Generic Ventilateur Portable Rechargeable - Long,2 500 FCFA,https://www.jumia.sn/generic-ventilateur-portable-rechargeable-long-5384960.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/94835/1.jpg?9851,False,8 000 FCFA,69%,,,Informatique
Convert Convertisseur adaptateur HDMI to VGA - aleatoire,4 300 FCFA,https://www.jumia.sn/convertisseur-adaptateur-hdmi-to-vga-aleatoire-convert-mpg31342.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/66539/1.jpg?7403,False,7 000 FCFA,39%,3.4 out of 5,(5),Informatique
Carkoci Pointeur Laser noir,8 400 FCFA,https://www.jumia.sn/carkoci-pointeur-laser-noir-9977647.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/67799/1.jpg?4457,False,12 000 FCFA,30%,,,Informatique
White Label Laptop Stand - Creative Folding Storage - Plastique,2 500 FCFA,https://www.jumia.sn/laptop-stand-creative-folding-storage-plastique-white-label-mpg43667.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/43389/1.jpg?1737,False,10 000 FCFA,75%,1 out of 5,(1),Informatique
Simfer Cuisinière à Gaz - 4Feux 50×50 gris - Garantie 1 an,69 900 FCFA,https://www.jumia.sn/simfer-cuisiniere-a-gaz-4feux-5050-gris-garantie-1-an-10039347.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/393001/1.jpg?0442,True,85 000 FCFA,18%,,,Electroménager
SMART TECHNOLOGY Machine à Café + 2 tasses - 0.24L -STPE-1202C - 450W - Noir,9 900 FCFA,https://www.jumia.sn/smart-technology-machine-a-cafe-2-tasses-0.24l-stpe-1202c-450w-noir-9902214.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/22099/1.jpg?7867,True,15 000 FCFA,34%,3.4 out of 5,(65),Electroménager
Generic Mini Mixeur de Fruits Portable électrique Rechargeable avec USB - 380ml - Mauve,5 500 FCFA,https://www.jumia.sn/mini-mixeur-de-fruits-portable-electrique-rechargeable-avec-usb-380ml-mauve-generic-mpg39694.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/33988/1.jpg?0464,False,9 000 FCFA,39%,3.3 out of 5,(30),Electroménager
SMART TECHNOLOGY Machine à Café - 0.6L -STPE-1707C - 550W - Noir,10 600 FCFA,https://www.jumia.sn/smart-technology-machine-a-cafe-0.6l-stpe-1707c-550w-noir-9902213.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/22099/1.jpg?7868,True,18 000 FCFA,41%,4.4 out of 5,(14),Electroménager
Wireless Pompe à Eau électrique Rechargeable,3 199 FCFA,https://www.jumia.sn/pompe-a-eau-electrique-rechargeable-wireless-mpg20826.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/48749/1.jpg?2101,False,3 290 FCFA,3%,4.2 out of 5,(44),Electroménager
SMART TECHNOLOGY Machine à Café - 0.6L -STPE-1707C - 550W - Noir,11 200 FCFA,https://www.jumia.sn/smart-technology-machine-a-cafe-0.6l-stpe-1707c-550w-noir-9959364.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/39599/1.jpg?6590,True,18 000 FCFA,38%,3.5 out of 5,(2),Electroménager
Generic Blender Mixer Portable et Rechargeable Via USB,5 500 FCFA,https://www.jumia.sn/blender-mixer-portable-et-rechargeable-via-usb-generic-mpg32674.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/73043/1.jpg?5993,False,,,3.8 out of 5,(8),Electroménager
Generic Lampe Anti Moustique - Blanc,5 990 FCFA,https://www.jumia.sn/lampe-anti-moustique-blanc-generic-mpg11781.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/50529/1.jpg?3807,False,,,3.4 out of 5,(8),Electroménager
Marado Bouilloire en Verre à LED Marado 2 Litres - 1500 W - 220 - 240 V / 50 HZ,9 300 FCFA,https://www.jumia.sn/marado-bouilloire-en-verre-a-led-marado-2-litres-1500-w-220-240-v-50-hz-9735035.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/05379/1.jpg?7426,False,15 000 FCFA,38%,4.3 out of 5,(4),Electroménager
Generic Mixeur 3 en 1 multifonctions 800W,13 500 FCFA,https://www.jumia.sn/mixeur-3-en-1-multifonctions-800w-generic-mpg39757.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/15289/1.jpg?1774,False,,,4.1 out of 5,(33),Electroménager
Generic Mini Blender Mixeur des Fruits Portable électrique Rechargeable avec USB - 380 ml - Vert Vert,5 500 FCFA,https://www.jumia.sn/generic-mini-blender-mixeur-des-fruits-portable-electrique-rechargeable-avec-usb-380-ml-vert-vert-9847430.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/47489/1.jpg?5112,False,12 000 FCFA,54%,3 out of 5,(1),Electroménager
Generic Extracteur de Jus Electrique Noir Gris,24 900 FCFA,https://www.jumia.sn/extracteur-de-jus-electrique-noir-gris-generic-mpg20152.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/00946/1.jpg?2939,False,,,3.3 out of 5,(3),Electroménager
Shenke Lot de 5 Recharges Liquide pour Diffuseur anti moustique,5 200 FCFA,https://www.jumia.sn/shenke-lot-de-5-recharges-liquide-pour-diffuseur-anti-moustique-114490.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/4411/1.jpg?4229,False,12 000 FCFA,57%,3.9 out of 5,(17),Electroménager
Binatone Blender Mixeur 1.5 Litres - BLG 403 - 350W - Gris,12 900 FCFA,https://www.jumia.sn/binatone-blender-mixeur-1.5-litres-blg-403-350w-gris-8816354.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/36188/1.jpg?1599,True,20 000 FCFA,36%,4.1 out of 5,(12),Electroménager
YU Mini Blender Mixeur des Fruits Portable électrique Rechargeable avec USB - 380 ml - Vert,5 500 FCFA,https://www.jumia.sn/mini-blender-mixeur-des-fruits-portable-electrique-rechargeable-avec-usb-380-ml-vert-yu-mpg14059.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/40402/1.jpg?6760,False,,,3.5 out of 5,(27),Electroménager
Bouilloire Electrique CAC - 1.8 L - Inox - Gris / Noir - CA820178,6 900 FCFA,https://www.jumia.sn/cac-bouilloire-electrique-cac-1.8-l-inox-gris-noir-ca820178-21319.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/312/1.jpg?9097,False,20 000 FCFA,66%,4 out of 5,(159),Electroménager
"Generic MIXEUR Mélangeur à grande vitesse 2l , presse-agrumes, presse-agrumes, glace",20 628 FCFA,https://www.jumia.sn/mixeur-melangeur-a-grande-vitesse-2l-presse-agrumes-presse-agrumes-glace-generic-mpg45505.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/60589/1.jpg?4722,False,49 900 FCFA,59%,,,Electroménager
Generic Mini mélangeur portable de jus de fruits étanche USB,7 400 FCFA,https://www.jumia.sn/generic-mini-melangeur-portable-de-jus-de-fruits-etanche-usb-7304868.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/84037/1.jpg?6601,False,7 900 FCFA,6%,3.5 out of 5,(2),Electroménager
Generic Bouilloire ou chauffe eau Electrique - 2 Litres - Inox,5 900 FCFA,https://www.jumia.sn/generic-bouilloire-ou-chauffe-eau-electrique-2-litres-inox-9808104.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/18089/1.jpg?2014,False,9 000 FCFA,34%,4.3 out of 5,(9),Electroménager
Generic Bouilloire Electrique (2 Litres) Inox,5 400 FCFA,https://www.jumia.sn/bouilloire-electrique-2-litres-inox-generic-mpg32724.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/61488/1.jpg?3161,False,6 000 FCFA,10%,3.4 out of 5,(27),Electroménager
Generic Aérosol Vitfe - Anti-Moustiques - 400 ml,1 300 FCFA,https://www.jumia.sn/aerosol-vitfe-anti-moustiques-400-ml-generic-mpg32536.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/63603/1.jpg?3642,False,,,,,Electroménager
Generic Fouet Mélangeur À Café Manuel Batteur Lait Mousseur - couleur aléatoire,2 900 FCFA,https://www.jumia.sn/fouet-melangeur-a-cafe-manuel-batteur-lait-mousseur-couleur-aleatoire-generic-mpg33539.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/31016/1.jpg?8131,False,4 000 FCFA,28%,3.1 out of 5,(7),Electroménager
Haier Cuisinière à Gaz 4 Feux – HCR1040EGX – 60x50cm – Inox – Garantie 12 Mois,109 900 FCFA,https://www.jumia.sn/haier-cuisiniere-a-gaz-4-feux-hcr1040egx-60x50cm-inox-garantie-12-mois-9970823.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/80799/1.jpg?4754,True,112 061 FCFA,2%,3 out of 5,(2),Electroménager
Generic Pompe à Eau Électrique Rechargeable - USB MODEL - HL -501,3 391 FCFA,https://www.jumia.sn/pompe-a-eau-electrique-rechargeable-usb-model-hl-501-generic-mpg23306.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/05149/1.jpg?6055,False,,,4.4 out of 5,(5),Electroménager
Soarin FER A VAPEUR ELECTRIQUE AUTOMATIQUE SOARIN,12 000 FCFA,https://www.jumia.sn/soarin-fer-a-vapeur-electrique-automatique-soarin-9974023.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/04799/1.jpg?8685,False,15 000 FCFA,20%,,,Electroménager
Generic Fritteuse électrique,26 999 FCFA,https://www.jumia.sn/generic-fritteuse-electrique-10021206.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/212001/1.jpg?2974,False,47 000 FCFA,43%,,,Electroménager
Generic Bouilloire Elctrique - HG-7868 - 2.5 L - Noir / Rouge,9 000 FCFA,https://www.jumia.sn/bouilloire-elctrique-hg-7868-2.5-l-noir-rouge-generic-mpg11186.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/74979/1.jpg?5843,False,,,3.9 out of 5,(14),Electroménager
Generic Bouilloire Electrique - 2 Litres - Gris,5 500 FCFA - 5 900 FCFA,https://www.jumia.sn/bouilloire-electrique-2-litres-scarlett-mpg5328.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/02879/1.jpg?3905,False,15 000 FCFA,63%,3.8 out of 5,(27),Electroménager
Generic 5 PACK 30 Recharges Diffuseur anti moustiques,4 900 FCFA,https://www.jumia.sn/5-pack-30-recharges-diffuseur-anti-moustiques-generic-mpg28320.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/93895/1.jpg?3890,False,9 090 FCFA,46%,4.6 out of 5,(8),Electroménager
Mixeur Multi-Fonctions - 1.5 L - Gris,18 624 FCFA,https://www.jumia.sn/mixeur-multi-fonctions-1.5-l-gris-haeger-mpg36432.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/51579/1.jpg?4278,False,,,4.2 out of 5,(18),Electroménager
Bouilloire ou Chauffe Eau Electrique en Inox 2L- 220-240V - 50-60hz- 2000w,5 900 FCFA - 12 000 FCFA,https://www.jumia.sn/bouilloire-ou-chauffe-eau-electrique-en-inox-2l-220-240v-50-60hz-2000w-haeger-mpg36418.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/02879/1.jpg?2457,False,12 000 FCFA,51%,4.3 out of 5,(12),Electroménager
Bouilloire HAEGER LED Capacité 2 Litres,11 900 FCFA,https://www.jumia.sn/haeger-bouilloire-haeger-led-capacite-2-litres-2374259.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/24732/1.jpg?8690,False,20 000 FCFA,41%,,,Electroménager
Generic 30 Recharges Diffuseur anti moustiques,1 100 FCFA,https://www.jumia.sn/30-recharges-diffuseur-anti-moustiques-generic-mpg25968.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/26009/1.jpg?5756,False,2 500 FCFA,56%,3.8 out of 5,(28),Electroménager
Generic Plaque Chauffante Electrique cuisinière électrique - 500W - Blanc,5 900 FCFA,https://www.jumia.sn/plaque-chauffante-electrique-cuisiniere-electrique-500w-blanc-generic-mpg26678.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/10475/1.jpg?5437,False,9 500 FCFA,38%,3 out of 5,(4),Electroménager
"White Label AVINAS AV-368 Friteuse à air électrique multi-cuiseur 5,5 L, Technologie avancée",45 000 FCFA,https://www.jumia.sn/white-label-avinas-av-368-friteuse-a-air-electrique-multi-cuiseur-55-l-technologie-avancee-9963031.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/03699/1.jpg?9083,False,70 000 FCFA,36%,4 out of 5,(1),Electroménager
Hachoir Electrique en Inox - Grand Modèle - 3 Litres,13 090 FCFA,https://www.jumia.sn/hachoir-electrique-en-inox-grand-modele-3-litres-stainless-mpg37939.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/52716/1.jpg?1267,False,13 182 FCFA,1%,3.9 out of 5,(19),Electroménager
Generic 4 Fonctions De Taille-crayon,3 675 FCFA,https://www.jumia.sn/generic-4-fonctions-de-taille-crayon-6106310.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/36016/1.jpg?5772,True,7 206 FCFA,49%,4 out of 5,(2),Electroménager
Generic Hachoir à Viande Electrique - Inox - 2 Litres - Trancheuse à Tranches D'Oignons - Gris,11 299 FCFA,https://www.jumia.sn/hachoir-a-viande-electrique-inox-2-litres-trancheuse-a-tranches-doignons-gris-generic-mpg26347.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/64788/1.jpg?4868,False,,,4 out of 5,(25),Electroménager
Generic Mixeur Plongeant 3 en 1,13 500 FCFA,https://www.jumia.sn/mixeur-plongeant-3-en-1-600ml-450-watt-generic-mpg14222.html,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/80512/1.jpg?6095,False,,,3.4 out of 5,(14),Electroménager
